participant,trial,H_e,valence,arousal,n_windows,n_flagged,flagged_fraction,any_flagged
s02,26,4.127143245632246,4.96,5.01,29,0,0.0,0
s02,27,3.776125315906182,4.06,4.97,29,0,0.0,0
s02,28,3.738258025108887,2.99,7.04,29,0,0.0,0
s02,29,3.928075252444165,2.01,7.05,29,0,0.0,0
s02,30,4.025659307320331,4.06,7.05,29,0,0.0,0
s02,31,3.9929928409145803,1.0,9.0,29,0,0.0,0
s02,32,4.1750058530151115,5.0,8.03,29,0,0.0,0
s02,33,3.4916116267832233,4.87,1.0,29,0,0.0,0
s02,34,4.084191903953776,1.99,2.0,29,0,0.0,0
s02,35,3.365907156329223,5.04,1.0,29,0,0.0,0
s02,36,3.982172723660683,1.0,8.06,29,0,0.0,0
s02,37,4.136841193147569,1.0,9.0,29,0,0.0,0
s02,38,3.7592179828214523,1.0,1.0,29,0,0.0,0
s02,39,3.410271760304006,2.95,2.33,29,0,0.0,0
s03,0,4.141054620710793,5.33,4.67,29,0,0.0,0
s03,1,4.260650264371261,7.21,4.44,29,0,0.0,0
s03,2,4.14749847291901,7.55,2.81,29,0,0.0,0
s03,3,3.964075670962555,4.69,3.69,29,0,0.0,0
s03,4,4.177163627168801,6.92,4.44,29,0,0.0,0
s03,5,4.40369131052751,6.79,1.97,29,0,0.0,0
s03,6,4.148440001440925,5.45,3.01,29,0,0.0,0
s03,7,4.218417566852368,7.14,4.33,29,0,0.0,0
s03,8,4.258074136090688,7.33,3.23,29,0,0.0,0
s03,9,4.0813595484837855,4.45,5.49,29,0,0.0,0
s03,10,3.954569892100639,7.94,3.12,29,0,0.0,0
s03,11,4.020891198076336,6.36,3.15,29,0,0.0,0
s03,12,4.1611282322326195,7.91,2.97,29,0,0.0,0
s03,13,4.165803061299021,7.29,3.86,29,0,0.0,0
s03,14,4.164389464798683,7.36,2.92,29,0,0.0,0
s03,15,4.142409036646931,7.15,4.37,29,0,0.0,0
s03,16,4.1810497540410205,4.56,1.78,29,0,0.0,0
s03,17,4.322639023707279,7.1,2.13,29,0,0.0,0
s03,18,4.3759546475035584,8.14,3.17,29,0,0.0,0
s03,19,4.010879717895995,6.26,3.13,29,0,0.0,0
s03,20,4.3437386606917245,4.99,6.44,29,0,0.0,0
s03,21,4.211504400180154,4.94,1.0,29,0,0.0,0
s03,22,4.167788418544844,3.65,2.5,29,0,0.0,0
s03,23,4.2930935891133135,3.31,2.27,29,0,0.0,0
s03,24,4.193411720309443,3.45,1.41,29,0,0.0,0
s03,25,4.101113856384355,4.67,1.18,29,0,0.0,0
s03,26,4.371900294724711,6.72,3.29,29,0,0.0,0
s03,27,3.7448699757733626,5.59,2.51,29,0,0.0,0
s03,28,4.312445948783094,4.47,3.85,29,0,0.0,0
s03,29,3.966905620790699,3.87,3.09,29,0,0.0,0
s03,30,4.066778944815224,4.44,4.06,29,0,0.0,0
s03,31,4.182553549674241,5.17,4.49,29,0,0.0,0
s03,32,3.9018765230248675,4.05,3.83,29,0,0.0,0
s03,33,4.0264037111270765,4.72,8.12,29,0,0.0,0
s03,34,3.812988936569981,3.18,5.04,29,0,0.0,0
s03,35,4.001108972101422,3.99,3.5,29,0,0.0,0
s03,36,3.894085267012832,4.92,6.05,29,0,0.0,0
s03,37,4.042058195228233,4.53,5.68,29,0,0.0,0
s03,38,4.026927881951129,4.33,6.21,29,0,0.0,0
s03,39,3.9709240596974826,5.38,4.33,29,0,0.0,0
s04,0,5.714685611448494,2.3200000000000003,3.9699999999999998,29,0,0.0,0
s04,1,5.598186356413636,4.06,3.31,29,0,0.0,0
s04,3,6.0345776718903155,6.1,3.92,29,7,0.2413793103448276,1
s04,4,5.708179462310112,4.06,5.04,29,7,0.2413793103448276,1
s04,5,5.613865225656266,5.01,2.95,29,0,0.0,0
s04,6,5.843360328182664,2.94,1.99,29,0,0.0,0
s04,7,5.427334401755628,3.0300000000000002,3.95,29,0,0.0,0
s04,8,5.624544495932203,6.05,3.96,29,0,0.0,0
s04,9,5.718545590688409,3.15,3.99,29,1,0.034482758620689655,1
s04,10,5.653237505913872,1.7599999999999998,1.92,29,3,0.10344827586206896,1
s04,11,5.823469256550495,3.96,3.96,29,5,0.1724137931034483,1
s04,12,5.7335281123882,4.12,4.88,29,5,0.1724137931034483,1
s04,13,5.903277190153609,2.04,2.0300000000000002,29,1,0.034482758620689655,1
s04,14,5.874471432721929,2.04,1.9500000000000002,29,5,0.1724137931034483,1
s04,15,5.826127516351004,2.51,2.95,29,0,0.0,0
s04,16,5.84931775334514,1.9900000000000002,3.05,29,4,0.13793103448275862,1
s04,17,5.354455513711042,4.9,2.85,29,0,0.0,0
s04,18,5.226793053491544,1.9100000000000001,2.7800000000000002,29,5,0.1724137931034483,1
s04,20,5.4565848096823215,1.77,2.06,29,3,0.10344827586206896,1
s04,21,5.910613734306719,1.86,2.78,29,1,0.034482758620689655,1
s04,22,5.498971793398816,1.86,2.04,29,0,0.0,0
s04,23,5.61442319859817,2.71,5.13,29,0,0.0,0
s04,24,5.695990682100947,2.0,2.96,29,0,0.0,0
s04,25,5.713616712443184,6.0,4.09,29,5,0.1724137931034483,1
s04,26,5.545150532389341,2.8600000000000003,2.87,29,2,0.06896551724137931,1
s04,27,5.081870721434002,2.17,6.96,29,1,0.034482758620689655,1
s04,28,5.412950052848915,1.85,4.88,29,0,0.0,0
s04,29,5.680220912191756,3.1,3.08,29,2,0.06896551724137931,1
s04,30,5.67557309896036,2.01,2.23,29,0,0.0,0
s04,31,5.778033398541582,1.01,6.15,29,8,0.27586206896551724,1
s04,32,5.974164593539014,1.0,1.97,29,0,0.0,0
s04,33,5.819210222320831,2.17,2.18,29,5,0.1724137931034483,1
s04,34,5.809661473634616,2.03,2.88,29,0,0.0,0
s04,35,5.652159446592633,2.72,2.76,29,2,0.06896551724137931,1
s04,36,5.715753247995341,1.0,1.0,29,3,0.10344827586206896,1
s04,37,5.845562592740765,1.79,1.85,29,0,0.0,0
s04,38,5.532516176902838,1.92,2.96,29,0,0.0,0
s05,0,4.076530273422956,6.97,4.9,29,0,0.0,0
s05,2,4.46242748213517,4.95,4.88,29,0,0.0,0
s05,4,3.996078309046901,3.04,4.01,29,0,0.0,0
s05,6,4.215133830666266,3.88,2.0300000000000002,29,0,0.0,0
s05,8,4.246491602650538,6.94,4.95,29,0,0.0,0
s05,9,4.366310757636377,3.03,4.0,29,0,0.0,0
s05,11,4.148106450940396,7.08,4.03,29,0,0.0,0
s05,12,4.294604145654075,4.94,2.88,29,0,0.0,0
s05,13,4.245413865910997,7.21,4.01,29,0,0.0,0
s05,14,4.46348417101979,2.0300000000000002,2.95,29,0,0.0,0
s05,15,4.590834212157871,3.04,3.96,29,0,0.0,0
s05,16,4.480985027285781,6.88,2.96,29,0,0.0,0
s05,17,4.170697348141313,8.05,3.97,29,0,0.0,0
s05,18,4.07348737030567,8.03,4.97,29,0,0.0,0
s05,19,4.158471718514118,7.0,1.99,29,0,0.0,0
s05,20,4.043342375584588,4.0,2.87,29,0,0.0,0
s05,21,4.394224990560984,2.01,1.0499999999999998,29,0,0.0,0
s05,22,4.177890571322609,1.0,7.05,29,0,0.0,0
s05,23,4.153292556280161,4.0,5.04,29,0,0.0,0
s05,24,4.015067959924773,5.96,4.87,29,0,0.0,0
s05,25,3.9352674129267826,7.96,3.0,29,0,0.0,0
s05,26,4.193570921254674,7.0,1.99,29,0,0.0,0
s05,27,3.9699013530913665,3.9,4.08,29,0,0.0,0
s05,28,4.274051471710021,4.04,3.01,29,0,0.0,0
s05,29,3.8693982187033957,2.94,8.1,29,0,0.0,0
s05,30,4.161033643574178,2.0999999999999996,2.96,29,0,0.0,0
s05,31,4.036064529634158,1.94,4.12,29,0,0.0,0
s05,33,4.049096145043405,2.9699999999999998,2.0300000000000002,29,0,0.0,0
s05,34,4.083808172972808,4.86,8.1,29,0,0.0,0
s05,35,4.031230624080334,4.91,9.0,29,0,0.0,0
s05,36,3.912457172966336,1.91,7.01,29,0,0.0,0
s05,37,4.1667383009197705,1.0,3.91,29,0,0.0,0
s05,38,4.032273433334214,1.0,4.86,29,0,0.0,0
s05,39,3.9819365424328472,2.0,2.04,29,0,0.0,0
s06,0,3.6027279223503683,8.19,4.13,29,0,0.0,0
s06,1,3.5299165272896142,2.17,2.38,29,0,0.0,0
s06,2,3.694402087898009,1.3099999999999996,3.01,29,0,0.0,0
s06,3,3.564579817702758,1.4500000000000002,2.21,29,0,0.0,0
s06,4,3.780988058630268,1.9900000000000002,1.62,29,0,0.0,0
s06,5,3.4506918518758853,8.05,4.5,29,0,0.0,0
s06,7,3.5802192106180932,7.05,2.69,29,0,0.0,0
s06,8,3.7430048194341463,1.13,3.87,29,0,0.0,0
s06,9,3.7839921962781498,1.63,3.54,29,0,0.0,0
s06,10,3.7769987746038023,4.99,2.5,29,0,0.0,0
s06,11,3.859580586160358,7.17,3.12,29,0,0.0,0
s06,12,3.764305183126694,7.79,3.95,29,0,0.0,0
s06,13,3.5784956268479333,6.32,3.49,29,0,0.0,0
s06,14,3.984653028935737,5.59,3.79,29,0,0.0,0
s06,15,3.5253010164490255,3.9400000000000004,1.5499999999999998,29,0,0.0,0
s06,16,3.8250240125669834,6.72,3.63,29,0,0.0,0
s06,17,3.6625232804790406,1.4100000000000001,3.1900000000000004,29,0,0.0,0
s06,18,3.661736277196931,1.5899999999999999,3.4000000000000004,29,0,0.0,0
s06,19,3.5934800968157266,5.01,3.05,29,0,0.0,0
s06,20,3.5066246196007707,6.28,4.59,29,0,0.0,0
s06,21,3.635894012653674,7.56,3.19,29,0,0.0,0
s06,22,3.650913287769494,3.47,3.54,29,0,0.0,0
s06,23,3.7266955700626045,3.5,4.01,29,0,0.0,0
s06,24,3.641529071303003,1.9100000000000001,2.58,29,0,0.0,0
s06,25,3.42686977079281,5.08,3.37,29,0,0.0,0
s06,26,3.633535094862489,5.08,3.47,29,0,0.0,0
s06,27,3.413016223630382,6.42,3.62,29,0,0.0,0
s06,28,3.4988133171687075,4.27,5.45,29,0,0.0,0
s06,29,3.2813769839873346,6.99,3.79,29,0,0.0,0
s06,30,3.667137108894616,3.65,3.49,29,0,0.0,0
s06,31,3.489121865237993,6.99,4.5,29,0,0.0,0
s06,32,3.278312681598762,6.68,4.37,29,0,0.0,0
s06,33,3.7493794618954297,3.31,4.45,29,0,0.0,0
s06,34,3.437244502034777,3.96,5.71,29,0,0.0,0
s06,35,3.6465158477005293,3.29,2.79,29,0,0.0,0
s06,36,3.60086798789634,4.83,5.74,29,0,0.0,0
s06,37,3.6722640862786102,4.44,5.58,29,0,0.0,0
s06,38,3.65932509744269,2.4400000000000004,2.5,29,0,0.0,0
s06,39,3.6914830500123514,4.85,4.64,29,0,0.0,0
s07,0,3.385098063844472,8.1,4.01,29,0,0.0,0
s07,1,3.361380764553644,1.8499999999999996,3.04,29,0,0.0,0
s07,2,3.340753677650202,7.1,4.12,29,0,0.0,0
s07,3,3.4544446354324587,1.92,3.9699999999999998,29,0,0.0,0
s07,4,3.363248277088725,1.9500000000000002,2.01,29,0,0.0,0
s07,5,3.5070967844408814,2.0300000000000002,2.96,29,0,0.0,0
s07,6,3.3083188139226096,1.92,1.9400000000000004,29,0,0.0,0
s07,7,3.425437755931748,2.0,3.01,29,0,0.0,0
s07,8,3.3225064229933765,6.99,4.0,29,0,0.0,0
s07,9,3.2357858748767057,1.9100000000000001,1.96,29,0,0.0,0
s07,10,3.4997588545215765,1.9699999999999998,1.9100000000000001,29,0,0.0,0
s07,11,3.3618725472883986,6.99,4.05,29,0,0.0,0
s07,12,3.294328442380493,8.0,2.96,29,0,0.0,0
s07,13,3.3540471013958784,1.9100000000000001,3.9699999999999998,29,0,0.0,0
s07,14,3.398414113114808,7.99,3.01,29,0,0.0,0
s07,15,3.4201197708747553,3.03,5.04,29,0,0.0,0
s07,16,3.5647955924947103,7.12,2.05,29,0,0.0,0
s07,17,3.499347497342985,7.03,3.06,29,0,0.0,0
s07,18,3.3308954119701184,2.01,2.96,29,0,0.0,0
s07,20,3.1962526100682527,3.12,5.99,29,0,0.0,0
s07,21,3.29326309701323,3.05,2.03,29,0,0.0,0
s07,22,3.2786897398531787,3.01,3.04,29,0,0.0,0
s07,23,3.351799756576588,1.97,7.03,29,0,0.0,0
s07,24,3.5748982370005025,2.99,3.03,29,0,0.0,0
s07,25,3.340589866207315,2.0,4.04,29,0,0.0,0
s07,26,3.3686431183061276,6.09,3.04,29,0,0.0,0
s07,27,3.281402473716719,2.05,2.0,29,0,0.0,0
s07,28,3.243855455018014,7.09,2.94,29,0,0.0,0
s07,29,3.2575644682626588,3.09,6.08,29,0,0.0,0
s07,30,3.298647205947267,2.04,1.9699999999999998,29,0,0.0,0
s07,31,3.3492255759929,4.96,7.09,29,0,0.0,0
s07,32,3.279799077073298,4.97,7.08,29,0,0.0,0
s07,33,3.4045773763366807,4.01,7.13,29,0,0.0,0
s07,36,3.4232702038165224,3.95,1.96,29,0,0.0,0
s07,37,3.3896041025303414,3.9699999999999998,1.9000000000000004,29,0,0.0,0
s07,38,3.372976443968983,1.9900000000000002,1.9900000000000002,29,0,0.0,0
s07,39,3.2275795754277015,1.9900000000000002,1.9699999999999998,29,0,0.0,0
s08,0,3.1057701456804523,1.4000000000000004,2.2199999999999998,29,0,0.0,0
s08,1,3.122515618068672,3.96,2.49,29,0,0.0,0
s08,4,3.268425251574872,4.41,7.72,29,0,0.0,0
s08,5,3.250564598074769,1.5999999999999996,1.7400000000000002,29,0,0.0,0
s08,6,3.332656117869756,3.96,3.96,29,0,0.0,0
s08,9,3.5703616896786157,4.97,3.6,29,0,0.0,0
s08,10,3.2276408700975123,8.41,5.0,29,0,0.0,0
s08,12,3.669570034098511,1.0999999999999996,3.91,29,0,0.0,0
s08,13,3.302069665231784,6.88,4.97,29,0,0.0,0
s08,15,3.197575993081234,4.21,5.06,29,0,0.0,0
s08,16,3.4459567188369986,6.67,4.77,29,0,0.0,0
s08,17,3.144314721960228,7.21,4.03,29,0,0.0,0
s08,18,3.58735273832293,3.96,2.7199999999999998,29,0,0.0,0
s08,19,3.317758612981184,6.74,4.21,29,0,0.0,0
s08,20,3.2484424697684577,4.68,6.41,29,0,0.0,0
s08,21,3.4810364643784095,4.23,5.79,29,0,0.0,0
s08,22,3.329675564059196,3.59,3.68,29,0,0.0,0
s08,23,3.4448866551316746,4.15,4.56,29,0,0.0,0
s08,24,3.4649515536200055,3.72,3.9,29,0,0.0,0
s08,25,3.6969845905326046,4.99,4.99,29,0,0.0,0
s08,26,3.5345729692469936,4.46,4.59,29,0,0.0,0
s08,27,3.2544811617015243,5.04,4.96,29,0,0.0,0
s08,28,3.3065892669810912,2.78,2.99,29,0,0.0,0
s08,29,3.2360529239416564,1.4,3.13,29,0,0.0,0
s08,30,3.128517087163217,1.45,6.6,29,0,0.0,0
s08,32,3.18177992838081,4.44,6.44,29,0,0.0,0
s08,33,3.384955900218774,3.95,2.17,29,0,0.0,0
s08,34,3.7148761190971045,3.62,6.67,29,0,0.0,0
s08,35,3.8031606370569477,1.21,7.94,29,0,0.0,0
s08,36,3.3868689802251652,5.06,3.31,29,0,0.0,0
s08,37,3.5161477558082757,4.72,4.69,29,0,0.0,0
s08,38,3.3559576906523776,5.05,3.46,29,0,0.0,0
s08,39,3.3205883465990564,3.13,5.03,29,0,0.0,0
s09,0,4.392289859715021,5.05,4.04,29,0,0.0,0
s09,1,4.421154104984835,1.92,2.8600000000000003,29,0,0.0,0
s09,2,4.650358577498744,1.92,1.8600000000000003,29,0,0.0,0
s09,3,4.721114513364101,3.01,3.0300000000000002,29,0,0.0,0
s09,4,4.599300068814592,4.99,4.96,29,0,0.0,0
s09,5,4.431579562934021,1.96,2.8099999999999996,29,0,0.0,0
s09,6,4.576464959678321,3.92,3.99,29,0,0.0,0
s09,7,4.662849903705281,6.15,5.0,29,0,0.0,0
s09,8,4.545763277246355,5.96,4.05,29,0,0.0,0
s09,9,4.518839002586611,3.94,3.96,29,0,0.0,0
s09,10,4.457605546312447,1.88,1.9000000000000004,29,0,0.0,0
s09,11,4.604234702974069,1.92,2.01,29,0,0.0,0
s09,13,4.87026786186346,2.0,2.87,29,0,0.0,0
s09,14,4.626967442222635,2.79,2.99,29,0,0.0,0
s09,15,4.569456451282901,4.05,4.0,29,0,0.0,0
s09,16,4.734760758634309,2.9699999999999998,2.96,29,0,0.0,0
s09,17,4.496235539695645,4.9,4.97,29,0,0.0,0
s09,18,4.682711903602739,3.97,4.03,29,0,0.0,0
s09,19,4.609488052528478,5.12,4.97,29,0,0.0,0
s09,20,4.713227235937038,4.04,4.01,29,0,0.0,0
s09,21,4.859252965660478,3.99,4.0,29,0,0.0,0
s09,22,4.716519284284513,5.0,4.97,29,0,0.0,0
s09,23,4.722199245983028,4.03,5.01,29,0,0.0,0
s09,24,4.650411388717221,5.04,4.04,29,0,0.0,0
s09,25,4.635265849209107,4.1,4.1,29,0,0.0,0
s09,26,4.784485377183038,3.96,3.95,29,0,0.0,0
s09,27,4.494707408851915,2.96,7.08,29,0,0.0,0
s09,28,4.743545872737945,3.99,4.15,29,0,0.0,0
s09,29,4.592243209175935,4.04,6.06,29,0,0.0,0
s09,30,4.936740163121648,2.9400000000000004,2.9400000000000004,29,0,0.0,0
s09,31,4.551987367983759,3.1,5.97,29,0,0.0,0
s09,32,4.587410094929277,3.08,4.06,29,0,0.0,0
s09,33,4.565881200855828,3.9400000000000004,2.9000000000000004,29,0,0.0,0
s09,34,4.771466886926737,3.01,6.03,29,0,0.0,0
s09,35,4.558898998289353,3.08,7.05,29,0,0.0,0
s09,36,4.632631352338129,2.99,6.09,29,0,0.0,0
s09,37,4.7565025505047505,2.92,6.09,29,0,0.0,0
s09,38,4.837816814475221,3.17,6.1,29,0,0.0,0
s09,39,4.819954379677227,3.96,3.99,29,0,0.0,0
s10,0,3.995432962399338,1.0899999999999999,2.8499999999999996,29,0,0.0,0
s10,1,4.1115532517121665,3.55,5.76,29,0,0.0,0
s10,2,3.9805369757300375,5.86,4.45,29,0,0.0,0
s10,3,4.03724658275846,1.9900000000000002,3.09,29,0,0.0,0
s10,4,3.928636442778889,1.7599999999999998,2.7699999999999996,29,0,0.0,0
s10,5,4.3267737358828615,1.9000000000000004,3.0,29,0,0.0,0
s10,7,4.083513903497385,5.68,4.05,29,0,0.0,0
s10,8,3.988382174544974,1.4400000000000004,2.79,29,0,0.0,0
s10,9,4.1546889484226615,3.0599999999999996,3.0,29,0,0.0,0
s10,11,4.266398949047388,5.37,4.37,29,0,0.0,0
s10,12,4.15993484177996,6.72,3.64,29,0,0.0,0
s10,13,4.311224522732863,8.81,4.91,29,0,0.0,0
s10,14,4.183903416753777,5.31,2.88,29,0,0.0,0
s10,15,4.001568510589429,3.85,2.83,29,0,0.0,0
s10,16,4.298441649357541,4.95,3.96,29,0,0.0,0
s10,17,3.889754932512367,7.31,3.44,29,0,0.0,0
s10,18,4.177457477997056,1.1799999999999997,3.8099999999999996,29,0,0.0,0
s10,19,4.042117194027108,5.58,3.26,29,0,0.0,0
s10,20,3.890478179429211,2.97,5.22,29,0,0.0,0
s10,21,4.2260438912978096,4.24,2.96,29,0,0.0,0
s10,22,3.999135570857055,2.87,4.24,29,0,0.0,0
s10,23,4.7297833000655745,6.82,2.03,29,0,0.0,0
s10,24,4.050406541990869,1.92,4.01,29,0,0.0,0
s10,25,4.181492259684189,4.95,1.68,29,0,0.0,0
s10,26,4.056499939672031,4.94,2.97,29,0,0.0,0
s10,27,3.83638740545225,4.31,3.87,29,0,0.0,0
s10,28,3.9570338160282548,3.94,2.97,29,0,0.0,0
s10,29,3.982469061750618,2.64,5.04,29,0,0.0,0
s10,30,3.9343909654635953,4.15,5.49,29,0,0.0,0
s10,31,4.08936439055552,3.04,1.5300000000000002,29,0,0.0,0
s10,32,3.9516115705456,4.94,5.73,29,0,0.0,0
s10,33,4.058987616976021,3.91,5.95,29,0,0.0,0
s10,34,3.987860702312564,1.38,5.97,29,0,0.0,0
s10,35,4.033587901722663,2.17,6.18,29,0,0.0,0
s10,36,4.024768552205239,2.92,6.26,29,0,0.0,0
s10,37,4.0272243911836085,1.91,5.46,29,0,0.0,0
s10,38,3.942209411394611,2.17,6.21,29,0,0.0,0
s10,39,4.0658522775392365,3.2199999999999998,2.8499999999999996,29,0,0.0,0
s11,0,4.698571376256309,6.27,4.03,29,0,0.0,0
s11,1,4.8488691957731,5.67,3.86,29,0,0.0,0
s11,2,5.048245355574917,1.5899999999999999,3.79,29,0,0.0,0
s11,3,4.746882827528747,1.3499999999999996,2.4699999999999998,29,0,0.0,0
s11,4,4.839664336906047,1.5899999999999999,2.5999999999999996,29,0,0.0,0
s11,5,5.122055604836095,3.6799999999999997,3.62,29,0,0.0,0
s11,6,4.946564567799312,6.37,4.72,29,0,0.0,0
s11,7,4.856928491826964,2.74,2.8600000000000003,29,0,0.0,0
s11,8,4.793945251462695,1.96,2.58,29,0,0.0,0
s11,9,5.274752420326846,6.53,1.29,29,0,0.0,0
s11,10,4.968338797782078,7.32,2.74,29,0,0.0,0
s11,11,4.908997137260631,5.04,1.01,29,0,0.0,0
s11,12,5.209763189900769,8.42,1.82,29,0,0.0,0
s11,13,5.161587398079049,1.04,3.96,29,0,0.0,0
s11,14,5.201787207819751,6.92,1.06,29,0,0.0,0
s11,15,4.9117161138835135,4.35,1.23,29,0,0.0,0
s11,16,5.368887875531547,8.32,3.19,29,0,0.0,0
s11,17,5.3399132789632775,7.95,2.96,29,0,0.0,0
s11,18,4.685562553909601,5.54,2.6,29,0,0.0,0
s11,19,5.0185702534026415,6.0,1.05,29,0,0.0,0
s11,20,5.053980563162486,3.27,2.41,29,0,0.0,0
s11,21,5.265360638971095,6.15,1.17,29,0,0.0,0
s11,22,5.132361782443832,3.72,2.73,29,0,0.0,0
s11,23,4.933017620213463,2.88,1.06,29,0,0.0,0
s11,24,4.81210131888066,5.01,1.72,29,0,0.0,0
s11,25,5.033027145394913,5.49,1.01,29,0,0.0,0
s11,26,5.14352853061058,2.28,7.2,29,0,0.0,0
s11,27,4.7868977800987444,4.26,1.13,29,0,0.0,0
s11,28,5.020773283536581,2.32,2.83,29,0,0.0,0
s11,29,5.14428104675281,4.58,4.96,29,0,0.0,0
s11,30,5.044715391009743,1.83,3.78,29,0,0.0,0
s11,31,4.988683810895128,3.99,2.17,29,0,0.0,0
s11,32,4.702865716136444,3.3600000000000003,2.6399999999999997,29,0,0.0,0
s11,33,4.732397737293331,4.88,4.95,29,0,0.0,0
s11,34,4.922462982213244,1.23,8.1,29,0,0.0,0
s11,35,4.709374700062275,3.62,6.36,29,0,0.0,0
s11,36,4.9470311725913625,1.47,8.12,29,0,0.0,0
s11,37,4.967665591644965,1.35,7.45,29,0,0.0,0
s11,38,4.90708057157676,1.0,8.7,29,0,0.0,0
s11,39,4.837796721181819,4.95,2.9,29,0,0.0,0
s12,0,3.8661274786320736,1.9100000000000001,1.9000000000000004,29,0,0.0,0
s12,1,3.6813585625182013,2.91,1.8600000000000003,29,0,0.0,0
s12,2,3.9034528639485018,1.67,1.67,29,0,0.0,0
s12,4,3.966284738380095,4.01,8.21,29,0,0.0,0
s12,5,3.9228591350447304,2.3499999999999996,1.92,29,0,0.0,0
s12,6,3.968796731413054,2.2300000000000004,1.9900000000000002,29,0,0.0,0
s12,7,3.847722898340593,3.9000000000000004,2.9000000000000004,29,0,0.0,0
s12,9,3.903049292933333,4.06,6.96,29,0,0.0,0
s12,10,3.9797458162763304,1.2199999999999998,3.91,29,0,0.0,0
s12,11,4.014266761318461,2.1399999999999997,2.0999999999999996,29,0,0.0,0
s12,12,3.7262421867372715,1.0099999999999998,2.09,29,0,0.0,0
s12,14,3.640516714117262,1.92,3.05,29,0,0.0,0
s12,15,3.9525719447594763,5.04,3.05,29,0,0.0,0
s12,16,3.885036355625764,4.86,2.87,29,0,0.0,0
s12,17,3.8003630389331096,1.6500000000000004,3.87,29,0,0.0,0
s12,18,3.9080810309322556,1.9699999999999998,2.12,29,0,0.0,0
s12,19,3.830792580676518,1.6500000000000004,2.09,29,0,0.0,0
s12,20,4.03599484903176,2.13,4.88,29,0,0.0,0
s12,21,3.9817068804673093,3.33,3.17,29,0,0.0,0
s12,22,4.001184165758755,1.74,3.15,29,0,0.0,0
s12,23,3.820643503845466,2.79,4.86,29,0,0.0,0
s12,24,3.9708219497127173,2.78,5.1,29,0,0.0,0
s12,25,3.731414654784337,2.92,3.8600000000000003,29,0,0.0,0
s12,26,3.7432131100582398,3.95,3.99,29,0,0.0,0
s12,27,3.7594438720048977,5.04,3.03,29,0,0.0,0
